Trace,Exp,Core_0_IPC,Core_1_IPC,Core_2_IPC,Core_3_IPC,Filter
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M_4T,pythia,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,nopref,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,spp,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,bingo,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,mlop,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,pythia,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,nopref,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,spp,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,bingo,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,mlop,0,0,0,0,0
ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_500M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_500M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_500M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_500M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_500M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_1250M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_1250M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_1250M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_1250M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_1250M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M_4T,pythia,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,nopref,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,spp,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,bingo,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,mlop,0,0,0,0,0
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,pythia,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M_4T,nopref,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M_4T,spp,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M_4T,bingo,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M_4T,mlop,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M_4T,pythia,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,nopref,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,spp,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,bingo,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,mlop,0,0,0,0,0
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,pythia,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M_4T,nopref,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M_4T,spp,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M_4T,bingo,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M_4T,mlop,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M_4T,pythia,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,nopref,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,spp,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,bingo,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,mlop,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M_4T,pythia,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,nopref,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,spp,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,bingo,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,mlop,0,0,0,0,0
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.facesim.simlarge.prebuilt.drop_1500M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.facesim.simlarge.prebuilt.drop_1500M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.facesim.simlarge.prebuilt.drop_1500M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.facesim.simlarge.prebuilt.drop_1500M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.facesim.simlarge.prebuilt.drop_1500M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.fluidanimate.simlarge.prebuilt.drop_9500M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.fluidanimate.simlarge.prebuilt.drop_9500M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.fluidanimate.simlarge.prebuilt.drop_9500M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.fluidanimate.simlarge.prebuilt.drop_9500M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.fluidanimate.simlarge.prebuilt.drop_9500M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_0M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_0M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_0M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_0M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_0M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_14750M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_14750M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_14750M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_14750M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.streamcluster.simlarge.prebuilt.drop_14750M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23500M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23500M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23500M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23500M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23500M.length_250M_4T,pythia,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23750M.length_250M_4T,nopref,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23750M.length_250M_4T,spp,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23750M.length_250M_4T,bingo,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23750M.length_250M_4T,mlop,0,0,0,0,0
parsec_2.1.raytrace.simlarge.prebuilt.drop_23750M.length_250M_4T,pythia,0,0,0,0,0
cassandra_phase0_core0_4T,nopref,0,0,0,0,0
cassandra_phase0_core0_4T,spp,0,0,0,0,0
cassandra_phase0_core0_4T,bingo,0,0,0,0,0
cassandra_phase0_core0_4T,mlop,0,0,0,0,0
cassandra_phase0_core0_4T,pythia,0,0,0,0,0
cassandra_phase0_core1_4T,nopref,0,0,0,0,0
cassandra_phase0_core1_4T,spp,0,0,0,0,0
cassandra_phase0_core1_4T,bingo,0,0,0,0,0
cassandra_phase0_core1_4T,mlop,0,0,0,0,0
cassandra_phase0_core1_4T,pythia,0,0,0,0,0
cassandra_phase0_core2_4T,nopref,0,0,0,0,0
cassandra_phase0_core2_4T,spp,0,0,0,0,0
cassandra_phase0_core2_4T,bingo,0,0,0,0,0
cassandra_phase0_core2_4T,mlop,0,0,0,0,0
cassandra_phase0_core2_4T,pythia,0,0,0,0,0
cassandra_phase0_core3_4T,nopref,0,0,0,0,0
cassandra_phase0_core3_4T,spp,0,0,0,0,0
cassandra_phase0_core3_4T,bingo,0,0,0,0,0
cassandra_phase0_core3_4T,mlop,0,0,0,0,0
cassandra_phase0_core3_4T,pythia,0,0,0,0,0
cassandra_phase1_core0_4T,nopref,0,0,0,0,0
cassandra_phase1_core0_4T,spp,0,0,0,0,0
cassandra_phase1_core0_4T,bingo,0,0,0,0,0
cassandra_phase1_core0_4T,mlop,0,0,0,0,0
cassandra_phase1_core0_4T,pythia,0,0,0,0,0
cassandra_phase1_core1_4T,nopref,0,0,0,0,0
cassandra_phase1_core1_4T,spp,0,0,0,0,0
cassandra_phase1_core1_4T,bingo,0,0,0,0,0
cassandra_phase1_core1_4T,mlop,0,0,0,0,0
cassandra_phase1_core1_4T,pythia,0,0,0,0,0
cassandra_phase1_core2_4T,nopref,0,0,0,0,0
cassandra_phase1_core2_4T,spp,0,0,0,0,0
cassandra_phase1_core2_4T,bingo,0,0,0,0,0
cassandra_phase1_core2_4T,mlop,0,0,0,0,0
cassandra_phase1_core2_4T,pythia,0,0,0,0,0
cassandra_phase1_core3_4T,nopref,0,0,0,0,0
cassandra_phase1_core3_4T,spp,0,0,0,0,0
cassandra_phase1_core3_4T,bingo,0,0,0,0,0
cassandra_phase1_core3_4T,mlop,0,0,0,0,0
cassandra_phase1_core3_4T,pythia,0,0,0,0,0
cassandra_phase2_core1_4T,nopref,0,0,0,0,0
cassandra_phase2_core1_4T,spp,0,0,0,0,0
cassandra_phase2_core1_4T,bingo,0,0,0,0,0
cassandra_phase2_core1_4T,mlop,0,0,0,0,0
cassandra_phase2_core1_4T,pythia,0,0,0,0,0
cassandra_phase2_core2_4T,nopref,0,0,0,0,0
cassandra_phase2_core2_4T,spp,0,0,0,0,0
cassandra_phase2_core2_4T,bingo,0,0,0,0,0
cassandra_phase2_core2_4T,mlop,0,0,0,0,0
cassandra_phase2_core2_4T,pythia,0,0,0,0,0
cassandra_phase2_core3_4T,nopref,0,0,0,0,0
cassandra_phase2_core3_4T,spp,0,0,0,0,0
cassandra_phase2_core3_4T,bingo,0,0,0,0,0
cassandra_phase2_core3_4T,mlop,0,0,0,0,0
cassandra_phase2_core3_4T,pythia,0,0,0,0,0
cassandra_phase3_core1_4T,nopref,0,0,0,0,0
cassandra_phase3_core1_4T,spp,0,0,0,0,0
cassandra_phase3_core1_4T,bingo,0,0,0,0,0
cassandra_phase3_core1_4T,mlop,0,0,0,0,0
cassandra_phase3_core1_4T,pythia,0,0,0,0,0
cassandra_phase3_core3_4T,nopref,0,0,0,0,0
cassandra_phase3_core3_4T,spp,0,0,0,0,0
cassandra_phase3_core3_4T,bingo,0,0,0,0,0
cassandra_phase3_core3_4T,mlop,0,0,0,0,0
cassandra_phase3_core3_4T,pythia,0,0,0,0,0
cassandra_phase4_core0_4T,nopref,0,0,0,0,0
cassandra_phase4_core0_4T,spp,0,0,0,0,0
cassandra_phase4_core0_4T,bingo,0,0,0,0,0
cassandra_phase4_core0_4T,mlop,0,0,0,0,0
cassandra_phase4_core0_4T,pythia,0,0,0,0,0
cassandra_phase4_core2_4T,nopref,0,0,0,0,0
cassandra_phase4_core2_4T,spp,0,0,0,0,0
cassandra_phase4_core2_4T,bingo,0,0,0,0,0
cassandra_phase4_core2_4T,mlop,0,0,0,0,0
cassandra_phase4_core2_4T,pythia,0,0,0,0,0
cassandra_phase4_core3_4T,nopref,0,0,0,0,0
cassandra_phase4_core3_4T,spp,0,0,0,0,0
cassandra_phase4_core3_4T,bingo,0,0,0,0,0
cassandra_phase4_core3_4T,mlop,0,0,0,0,0
cassandra_phase4_core3_4T,pythia,0,0,0,0,0
cassandra_phase5_core0_4T,nopref,0,0,0,0,0
cassandra_phase5_core0_4T,spp,0,0,0,0,0
cassandra_phase5_core0_4T,bingo,0,0,0,0,0
cassandra_phase5_core0_4T,mlop,0,0,0,0,0
cassandra_phase5_core0_4T,pythia,0,0,0,0,0
cassandra_phase5_core1_4T,nopref,0,0,0,0,0
cassandra_phase5_core1_4T,spp,0,0,0,0,0
cassandra_phase5_core1_4T,bingo,0,0,0,0,0
cassandra_phase5_core1_4T,mlop,0,0,0,0,0
cassandra_phase5_core1_4T,pythia,0,0,0,0,0
cassandra_phase5_core2_4T,nopref,0,0,0,0,0
cassandra_phase5_core2_4T,spp,0,0,0,0,0
cassandra_phase5_core2_4T,bingo,0,0,0,0,0
cassandra_phase5_core2_4T,mlop,0,0,0,0,0
cassandra_phase5_core2_4T,pythia,0,0,0,0,0
cassandra_phase5_core3_4T,nopref,0,0,0,0,0
cassandra_phase5_core3_4T,spp,0,0,0,0,0
cassandra_phase5_core3_4T,bingo,0,0,0,0,0
cassandra_phase5_core3_4T,mlop,0,0,0,0,0
cassandra_phase5_core3_4T,pythia,0,0,0,0,0
cloud9_phase5_core2_4T,nopref,0,0,0,0,0
cloud9_phase5_core2_4T,spp,0,0,0,0,0
cloud9_phase5_core2_4T,bingo,0,0,0,0,0
cloud9_phase5_core2_4T,mlop,0,0,0,0,0
cloud9_phase5_core2_4T,pythia,0,0,0,0,0
nutch_phase0_core0_4T,nopref,0,0,0,0,0
nutch_phase0_core0_4T,spp,0,0,0,0,0
nutch_phase0_core0_4T,bingo,0,0,0,0,0
nutch_phase0_core0_4T,mlop,0,0,0,0,0
nutch_phase0_core0_4T,pythia,0,0,0,0,0
nutch_phase0_core1_4T,nopref,0,0,0,0,0
nutch_phase0_core1_4T,spp,0,0,0,0,0
nutch_phase0_core1_4T,bingo,0,0,0,0,0
nutch_phase0_core1_4T,mlop,0,0,0,0,0
nutch_phase0_core1_4T,pythia,0,0,0,0,0
nutch_phase0_core2_4T,nopref,0,0,0,0,0
nutch_phase0_core2_4T,spp,0,0,0,0,0
nutch_phase0_core2_4T,bingo,0,0,0,0,0
nutch_phase0_core2_4T,mlop,0,0,0,0,0
nutch_phase0_core2_4T,pythia,0,0,0,0,0
nutch_phase0_core3_4T,nopref,0,0,0,0,0
nutch_phase0_core3_4T,spp,0,0,0,0,0
nutch_phase0_core3_4T,bingo,0,0,0,0,0
nutch_phase0_core3_4T,mlop,0,0,0,0,0
nutch_phase0_core3_4T,pythia,0,0,0,0,0
nutch_phase1_core0_4T,nopref,0,0,0,0,0
nutch_phase1_core0_4T,spp,0,0,0,0,0
nutch_phase1_core0_4T,bingo,0,0,0,0,0
nutch_phase1_core0_4T,mlop,0,0,0,0,0
nutch_phase1_core0_4T,pythia,0,0,0,0,0
nutch_phase1_core1_4T,nopref,0,0,0,0,0
nutch_phase1_core1_4T,spp,0,0,0,0,0
nutch_phase1_core1_4T,bingo,0,0,0,0,0
nutch_phase1_core1_4T,mlop,0,0,0,0,0
nutch_phase1_core1_4T,pythia,0,0,0,0,0
nutch_phase1_core2_4T,nopref,0,0,0,0,0
nutch_phase1_core2_4T,spp,0,0,0,0,0
nutch_phase1_core2_4T,bingo,0,0,0,0,0
nutch_phase1_core2_4T,mlop,0,0,0,0,0
nutch_phase1_core2_4T,pythia,0,0,0,0,0
nutch_phase1_core3_4T,nopref,0,0,0,0,0
nutch_phase1_core3_4T,spp,0,0,0,0,0
nutch_phase1_core3_4T,bingo,0,0,0,0,0
nutch_phase1_core3_4T,mlop,0,0,0,0,0
nutch_phase1_core3_4T,pythia,0,0,0,0,0
nutch_phase3_core0_4T,nopref,0,0,0,0,0
nutch_phase3_core0_4T,spp,0,0,0,0,0
nutch_phase3_core0_4T,bingo,0,0,0,0,0
nutch_phase3_core0_4T,mlop,0,0,0,0,0
nutch_phase3_core0_4T,pythia,0,0,0,0,0
nutch_phase3_core1_4T,nopref,0,0,0,0,0
nutch_phase3_core1_4T,spp,0,0,0,0,0
nutch_phase3_core1_4T,bingo,0,0,0,0,0
nutch_phase3_core1_4T,mlop,0,0,0,0,0
nutch_phase3_core1_4T,pythia,0,0,0,0,0
nutch_phase3_core2_4T,nopref,0,0,0,0,0
nutch_phase3_core2_4T,spp,0,0,0,0,0
nutch_phase3_core2_4T,bingo,0,0,0,0,0
nutch_phase3_core2_4T,mlop,0,0,0,0,0
nutch_phase3_core2_4T,pythia,0,0,0,0,0
nutch_phase3_core3_4T,nopref,0,0,0,0,0
nutch_phase3_core3_4T,spp,0,0,0,0,0
nutch_phase3_core3_4T,bingo,0,0,0,0,0
nutch_phase3_core3_4T,mlop,0,0,0,0,0
nutch_phase3_core3_4T,pythia,0,0,0,0,0
nutch_phase4_core0_4T,nopref,0,0,0,0,0
nutch_phase4_core0_4T,spp,0,0,0,0,0
nutch_phase4_core0_4T,bingo,0,0,0,0,0
nutch_phase4_core0_4T,mlop,0,0,0,0,0
nutch_phase4_core0_4T,pythia,0,0,0,0,0
nutch_phase4_core1_4T,nopref,0,0,0,0,0
nutch_phase4_core1_4T,spp,0,0,0,0,0
nutch_phase4_core1_4T,bingo,0,0,0,0,0
nutch_phase4_core1_4T,mlop,0,0,0,0,0
nutch_phase4_core1_4T,pythia,0,0,0,0,0
nutch_phase4_core2_4T,nopref,0,0,0,0,0
nutch_phase4_core2_4T,spp,0,0,0,0,0
nutch_phase4_core2_4T,bingo,0,0,0,0,0
nutch_phase4_core2_4T,mlop,0,0,0,0,0
nutch_phase4_core2_4T,pythia,0,0,0,0,0
nutch_phase4_core3_4T,nopref,0,0,0,0,0
nutch_phase4_core3_4T,spp,0,0,0,0,0
nutch_phase4_core3_4T,bingo,0,0,0,0,0
nutch_phase4_core3_4T,mlop,0,0,0,0,0
nutch_phase4_core3_4T,pythia,0,0,0,0,0
streaming_phase0_core1_4T,nopref,0,0,0,0,0
streaming_phase0_core1_4T,spp,0,0,0,0,0
streaming_phase0_core1_4T,bingo,0,0,0,0,0
streaming_phase0_core1_4T,mlop,0,0,0,0,0
streaming_phase0_core1_4T,pythia,0,0,0,0,0
streaming_phase1_core0_4T,nopref,0,0,0,0,0
streaming_phase1_core0_4T,spp,0,0,0,0,0
streaming_phase1_core0_4T,bingo,0,0,0,0,0
streaming_phase1_core0_4T,mlop,0,0,0,0,0
streaming_phase1_core0_4T,pythia,0,0,0,0,0
streaming_phase1_core1_4T,nopref,0,0,0,0,0
streaming_phase1_core1_4T,spp,0,0,0,0,0
streaming_phase1_core1_4T,bingo,0,0,0,0,0
streaming_phase1_core1_4T,mlop,0,0,0,0,0
streaming_phase1_core1_4T,pythia,0,0,0,0,0
streaming_phase1_core3_4T,nopref,0,0,0,0,0
streaming_phase1_core3_4T,spp,0,0,0,0,0
streaming_phase1_core3_4T,bingo,0,0,0,0,0
streaming_phase1_core3_4T,mlop,0,0,0,0,0
streaming_phase1_core3_4T,pythia,0,0,0,0,0
streaming_phase2_core0_4T,nopref,0,0,0,0,0
streaming_phase2_core0_4T,spp,0,0,0,0,0
streaming_phase2_core0_4T,bingo,0,0,0,0,0
streaming_phase2_core0_4T,mlop,0,0,0,0,0
streaming_phase2_core0_4T,pythia,0,0,0,0,0
streaming_phase2_core1_4T,nopref,0,0,0,0,0
streaming_phase2_core1_4T,spp,0,0,0,0,0
streaming_phase2_core1_4T,bingo,0,0,0,0,0
streaming_phase2_core1_4T,mlop,0,0,0,0,0
streaming_phase2_core1_4T,pythia,0,0,0,0,0
streaming_phase2_core2_4T,nopref,0,0,0,0,0
